id,height,weight,label
11594,177,46,thin
11595,125,42,fat
11596,183,63,normal
11597,187,52,thin
11598,168,56,normal
11599,187,76,normal
11600,186,63,thin
11601,163,63,normal
11602,146,71,fat
11603,162,41,thin
11604,128,41,fat
11605,183,37,thin
11606,152,35,thin
11607,169,69,normal
11608,129,36,normal
11609,156,47,normal
11610,144,61,fat
11611,125,79,fat
11612,174,69,normal
11613,186,46,thin
11614,121,66,fat
11615,137,48,fat
11616,143,57,fat
11617,200,62,thin
11618,190,48,thin
11619,140,60,fat
11620,128,51,fat
11621,136,63,fat
11622,184,80,normal
11623,169,46,thin
11624,181,52,thin
11625,196,39,thin
11626,151,77,fat
11627,136,70,fat
11628,168,49,thin
11629,125,79,fat
11630,187,62,thin
11631,167,50,thin
11632,123,54,fat
11633,147,75,fat
11634,177,77,normal
11635,167,76,fat
11636,130,54,fat
11637,158,75,fat
11638,191,72,normal
11639,197,78,normal
11640,126,35,normal
11641,137,78,fat
11642,180,65,normal
11643,144,38,thin
11644,168,75,fat
11645,134,56,fat
11646,125,57,fat
11647,162,35,thin
11648,160,44,thin
11649,194,56,thin
11650,157,64,fat
11651,153,36,thin
11652,175,47,thin
11653,157,44,thin
11654,192,47,thin
11655,191,71,normal
11656,194,47,thin
11657,167,80,fat
11658,186,59,thin
11659,187,48,thin
11660,168,43,thin
11661,164,44,thin
11662,198,53,thin
11663,154,52,normal
11664,155,73,fat
11665,156,54,normal
11666,186,38,thin
11667,183,38,thin
11668,181,79,normal
11669,128,77,fat
11670,174,36,thin
11671,138,66,fat
11672,158,72,fat
11673,136,67,fat
11674,199,46,thin
11675,180,65,normal
11676,199,74,normal
11677,136,45,normal
11678,143,35,thin
11679,191,66,thin
11680,182,79,normal
11681,150,70,fat
11682,120,74,fat
11683,146,61,fat
11684,121,76,fat
11685,193,78,normal
11686,196,63,thin
11687,198,52,thin
11688,139,55,fat
11689,129,49,fat
11690,128,47,fat
11691,125,79,fat
11692,150,78,fat
11693,159,59,normal
11694,161,40,thin
11695,188,71,normal
11696,120,50,fat
11697,139,77,fat
11698,170,41,thin
11699,148,38,thin
11700,133,36,normal
11701,169,79,fat
11702,148,65,fat
11703,188,74,normal
11704,183,78,normal
11705,144,77,fat
11706,163,46,thin
11707,180,70,normal
11708,200,36,thin
11709,134,49,fat
11710,170,54,normal
11711,189,39,thin
11712,200,45,thin
11713,166,38,thin
11714,173,41,thin
11715,133,50,fat
11716,191,35,thin
11717,191,44,thin
11718,135,62,fat
11719,153,69,fat
11720,198,44,thin
11721,175,54,thin
11722,151,77,fat
11723,134,68,fat
11724,137,63,fat
11725,188,38,thin
11726,147,53,normal
11727,132,56,fat
11728,126,39,normal
11729,151,44,normal
11730,136,79,fat
11731,187,53,thin
11732,157,41,thin
11733,172,52,thin
11734,155,79,fat
11735,163,72,fat
11736,195,63,thin
11737,181,68,normal
11738,191,44,thin
11739,152,55,normal
11740,153,61,fat
11741,141,49,normal
11742,196,69,thin
11743,152,66,fat
11744,137,56,fat
11745,160,45,thin
11746,120,70,fat
11747,167,54,normal
11748,162,35,thin
11749,160,45,thin
11750,149,40,thin
11751,169,43,thin
11752,122,78,fat
11753,120,62,fat
11754,194,65,thin
11755,147,75,fat
11756,198,38,thin
11757,156,56,normal
11758,128,38,normal
11759,164,59,normal
11760,200,54,thin
11761,125,35,normal
11762,145,79,fat
11763,196,59,thin
11764,137,35,normal
11765,198,65,thin
11766,140,45,normal
11767,189,63,thin
11768,164,71,fat
11769,191,62,thin
11770,140,75,fat
11771,198,37,thin
11772,166,66,normal
11773,176,77,normal
11774,122,61,fat
11775,120,76,fat
11776,180,44,thin
11777,182,73,normal
11778,131,58,fat
11779,129,67,fat
11780,130,72,fat
11781,190,65,thin
11782,169,46,thin
11783,123,62,fat
11784,153,56,normal
11785,147,54,normal
11786,166,36,thin
11787,177,66,normal
11788,174,41,thin
11789,194,74,normal
11790,179,78,normal
11791,146,40,normal
11792,139,48,normal
11793,162,70,fat
11794,133,37,normal
11795,171,39,thin
11796,179,67,normal
11797,179,35,thin
11798,200,62,thin
11799,161,38,thin
11800,174,43,thin
11801,200,76,normal
11802,139,57,fat
11803,130,69,fat
11804,166,75,fat
11805,190,45,thin
11806,123,41,fat
11807,135,57,fat
11808,149,54,normal
11809,183,58,thin
11810,120,59,fat
11811,157,41,thin
11812,126,52,fat
11813,163,61,normal
11814,138,71,fat
11815,197,56,thin
11816,149,61,fat
11817,143,77,fat
11818,160,71,fat
11819,142,46,normal
11820,141,62,fat
11821,169,78,fat
11822,167,67,normal
11823,199,62,thin
11824,163,38,thin
11825,144,46,normal
11826,124,45,fat
11827,140,47,normal
11828,168,80,fat
11829,148,54,normal
11830,131,48,fat
11831,127,59,fat
11832,190,43,thin
11833,125,44,fat
11834,145,52,normal
11835,126,77,fat
11836,139,63,fat
11837,181,41,thin
11838,193,43,thin
11839,157,70,fat
11840,129,60,fat
11841,130,41,normal
11842,137,73,fat
11843,170,63,normal
11844,193,40,thin
11845,157,61,normal
11846,141,77,fat
11847,167,53,normal
11848,164,45,thin
11849,187,42,thin
11850,128,62,fat
11851,141,38,normal
11852,156,43,thin
11853,188,59,thin
11854,166,50,thin
11855,136,37,normal
11856,140,44,normal
11857,133,62,fat
11858,154,61,fat
11859,185,51,thin
11860,170,73,fat
11861,147,43,normal
11862,148,44,normal
11863,199,77,normal
11864,130,69,fat
11865,156,41,thin
11866,129,54,fat
11867,135,52,fat
11868,145,47,normal
11869,175,62,normal
11870,170,69,normal
11871,182,37,thin
11872,154,69,fat
11873,152,62,fat
11874,151,71,fat
11875,139,65,fat
11876,179,38,thin
11877,148,45,normal
11878,172,65,normal
11879,165,49,thin
11880,174,40,thin
11881,195,38,thin
11882,127,53,fat
11883,176,66,normal
11884,130,67,fat
11885,200,37,thin
11886,125,78,fat
11887,163,39,thin
11888,166,68,normal
11889,181,69,normal
11890,154,46,normal
11891,186,77,normal
11892,177,46,thin
11893,139,71,fat
11894,193,43,thin
11895,147,48,normal
11896,146,76,fat
11897,199,53,thin
11898,167,75,fat
11899,130,46,fat
11900,186,70,normal
11901,195,72,normal
11902,189,80,normal
11903,195,47,thin
11904,120,53,fat
11905,196,52,thin
11906,152,80,fat
11907,154,40,thin
11908,161,46,thin
11909,161,66,fat
11910,177,36,thin
11911,131,61,fat
11912,162,70,fat
11913,184,76,normal
11914,125,54,fat
11915,121,79,fat
11916,200,41,thin
11917,155,60,normal
11918,174,46,thin
11919,146,44,normal
11920,175,56,thin
11921,154,48,normal
11922,134,51,fat
11923,148,44,normal
11924,174,46,thin
11925,138,37,normal
11926,187,43,thin
11927,143,77,fat
11928,151,76,fat
11929,190,53,thin
11930,140,69,fat
11931,126,37,normal
11932,178,40,thin
11933,136,80,fat
11934,139,45,normal
11935,169,73,fat
11936,173,49,thin
11937,128,79,fat
11938,178,44,thin
11939,164,69,fat
11940,123,69,fat
11941,181,65,normal
11942,185,49,thin
11943,129,57,fat
11944,128,45,fat
11945,186,35,thin
11946,157,62,fat
11947,182,61,thin
11948,143,77,fat
11949,156,73,fat
11950,144,51,normal
11951,145,50,normal
11952,171,38,thin
11953,130,76,fat
11954,191,59,thin
11955,161,39,thin
11956,161,57,normal
11957,190,45,thin
11958,178,37,thin
11959,164,56,normal
11960,138,47,normal
11961,187,78,normal
11962,168,63,normal
11963,160,75,fat
11964,138,37,normal
11965,150,37,thin
11966,186,71,normal
11967,131,73,fat
11968,134,70,fat
11969,145,35,thin
11970,151,36,thin
11971,124,63,fat
11972,168,68,normal
11973,181,46,thin
11974,200,61,thin
11975,173,80,fat
11976,172,44,thin
11977,149,51,normal
11978,165,53,normal
11979,156,65,fat
11980,161,71,fat
11981,196,56,thin
11982,172,76,fat
11983,178,72,normal
11984,148,37,thin
11985,128,57,fat
11986,144,73,fat
11987,143,75,fat
11988,141,75,fat
11989,170,65,normal
11990,186,54,thin
11991,146,42,normal
11992,159,49,normal
11993,173,75,fat
11994,178,72,normal
11995,167,62,normal
11996,162,63,normal
11997,186,76,normal
11998,181,71,normal
11999,157,63,fat
12000,140,54,fat
12001,158,40,thin
12002,132,54,fat
12003,167,49,thin
12004,161,42,thin
12005,195,42,thin
12006,169,64,normal
12007,169,63,normal
12008,164,52,normal
12009,135,52,fat
12010,133,59,fat
12011,165,67,normal
12012,160,74,fat
12013,179,41,thin
12014,124,55,fat
12015,186,78,normal
12016,145,36,thin
12017,196,67,thin
12018,182,57,thin
12019,196,53,thin
12020,139,57,fat
12021,126,48,fat
12022,132,46,fat
12023,151,43,normal
12024,172,54,thin
12025,171,72,normal
12026,149,41,thin
12027,180,68,normal
12028,155,53,normal
12029,174,55,thin
12030,128,78,fat
12031,148,60,fat
12032,163,53,normal
12033,195,61,thin
12034,162,53,normal
12035,172,51,thin
12036,189,52,thin
12037,194,55,thin
12038,125,55,fat
12039,182,61,thin
12040,186,35,thin
12041,159,49,normal
12042,175,44,thin
12043,153,39,thin
12044,166,60,normal
12045,173,76,fat
12046,149,76,fat
12047,137,44,normal
12048,164,45,thin
12049,163,71,fat
12050,156,63,fat
12051,160,59,normal
12052,175,67,normal
12053,149,48,normal
12054,177,42,thin
12055,195,74,normal
12056,169,68,normal
12057,142,77,fat
12058,162,70,fat
12059,198,47,thin
12060,170,49,thin
12061,181,58,thin
12062,192,79,normal
12063,155,44,thin
12064,198,71,thin
12065,133,50,fat
12066,153,62,fat
12067,147,43,normal
12068,192,69,normal
12069,133,50,fat
12070,187,58,thin
12071,176,64,normal
12072,153,39,thin
12073,187,70,normal
12074,128,37,normal
12075,198,61,thin
12076,169,58,normal
12077,178,69,normal
12078,194,56,thin
12079,143,43,normal
12080,190,64,thin
12081,178,73,normal
12082,198,74,normal
12083,152,70,fat
12084,179,40,thin
12085,187,48,thin
12086,160,42,thin
12087,159,73,fat
12088,155,49,normal
12089,133,38,normal
12090,125,61,fat
12091,155,39,thin
12092,191,52,thin
12093,133,56,fat
12094,188,52,thin
12095,182,50,thin
12096,168,78,fat
12097,149,59,fat
12098,194,35,thin
12099,194,55,thin
12100,161,53,normal
12101,199,54,thin
12102,141,63,fat
12103,124,38,normal
12104,157,52,normal
12105,158,79,fat
12106,179,58,thin
12107,191,79,normal
12108,155,56,normal
12109,124,76,fat
12110,136,47,fat
12111,177,37,thin
12112,163,52,normal
12113,166,64,normal
12114,172,66,normal
12115,138,36,normal
12116,193,67,thin
12117,142,66,fat
12118,159,45,thin
12119,169,64,normal
12120,174,68,normal
12121,174,54,thin
12122,173,45,thin
12123,125,76,fat
12124,197,69,thin
12125,183,65,normal
12126,186,49,thin
12127,192,79,normal
12128,131,38,normal
12129,151,75,fat
12130,125,59,fat
12131,153,48,normal
12132,135,58,fat
12133,195,59,thin
12134,135,62,fat
12135,133,80,fat
12136,193,66,thin
12137,168,40,thin
12138,124,51,fat
12139,150,49,normal
12140,149,77,fat
12141,135,36,normal
12142,146,51,normal
12143,166,60,normal
12144,145,44,normal
12145,125,46,fat
12146,133,43,normal
12147,191,73,normal
12148,125,70,fat
12149,155,39,thin
12150,140,80,fat
12151,126,80,fat
12152,149,48,normal
12153,169,49,thin
12154,136,45,normal
12155,189,61,thin
12156,186,39,thin
12157,153,77,fat
12158,124,51,fat
12159,187,53,thin
12160,179,80,normal
12161,181,72,normal
12162,193,38,thin
12163,147,79,fat
12164,195,43,thin
12165,169,56,normal
12166,132,55,fat
12167,151,67,fat
12168,139,66,fat
12169,187,42,thin
12170,169,70,normal
12171,158,50,normal
12172,139,75,fat
12173,177,74,normal
12174,124,73,fat
12175,131,74,fat
12176,142,62,fat
12177,176,40,thin
12178,144,72,fat
12179,179,72,normal
12180,131,73,fat
12181,133,80,fat
12182,195,43,thin
12183,161,62,normal
12184,147,61,fat
12185,164,47,thin
12186,138,52,fat
12187,188,72,normal
12188,135,77,fat
12189,138,58,fat
12190,191,73,normal
12191,192,66,thin
12192,178,65,normal
12193,168,72,fat
12194,188,71,normal
12195,160,40,thin
12196,133,51,fat
12197,160,74,fat
12198,199,57,thin
12199,190,80,normal
12200,172,67,normal
12201,159,35,thin
12202,189,77,normal
12203,198,72,thin
12204,193,62,thin
12205,133,40,normal
12206,168,43,thin
12207,125,74,fat
12208,121,35,normal
12209,125,39,normal
12210,175,64,normal
12211,189,66,thin
12212,172,56,normal
12213,124,53,fat
12214,134,50,fat
12215,188,61,thin
12216,157,57,normal
12217,198,47,thin
12218,161,59,normal
12219,157,80,fat
12220,174,79,fat
12221,134,73,fat
12222,142,60,fat
12223,139,80,fat
12224,152,73,fat
12225,194,41,thin
12226,146,57,fat
12227,177,43,thin
12228,181,78,normal
12229,149,41,thin
12230,133,58,fat
12231,148,57,fat
12232,125,80,fat
12233,190,69,normal
12234,161,61,normal
12235,145,59,fat
12236,155,54,normal
12237,142,76,fat
12238,192,80,normal
12239,123,55,fat
12240,198,74,normal
12241,139,67,fat
12242,197,43,thin
12243,182,46,thin
12244,186,44,thin
12245,172,74,fat
12246,143,80,fat
12247,172,57,normal
12248,153,62,fat
12249,174,47,thin
12250,200,41,thin
12251,129,46,fat
12252,188,44,thin
12253,145,66,fat
12254,177,39,thin
12255,129,53,fat
12256,184,47,thin
12257,195,35,thin
12258,166,62,normal
12259,142,75,fat
12260,156,80,fat
12261,190,55,thin
12262,191,65,thin
12263,145,64,fat
12264,187,69,normal
12265,138,42,normal
12266,169,37,thin
12267,165,75,fat
12268,170,44,thin
12269,189,36,thin
12270,139,52,fat
12271,147,60,fat
12272,182,49,thin
12273,174,74,normal
12274,136,65,fat
12275,195,47,thin
12276,129,73,fat
12277,141,75,fat
12278,191,59,thin
12279,165,43,thin
12280,170,49,thin
12281,150,60,fat
12282,178,43,thin
12283,140,51,fat
12284,184,57,thin
12285,144,66,fat
12286,170,79,fat
12287,165,76,fat
12288,152,42,thin
12289,154,73,fat
12290,127,62,fat
12291,126,47,fat
12292,152,47,normal
12293,130,73,fat
12294,143,69,fat
12295,148,46,normal
12296,165,44,thin
12297,129,62,fat
12298,156,60,normal
12299,155,79,fat
12300,166,47,thin
12301,188,74,normal
12302,153,70,fat
12303,159,74,fat
12304,167,42,thin
12305,156,40,thin
12306,194,77,normal
12307,136,73,fat
12308,132,79,fat
12309,146,69,fat
12310,132,76,fat
12311,151,64,fat
12312,197,42,thin
12313,132,64,fat
12314,193,40,thin
12315,145,40,normal
12316,199,46,thin
12317,200,57,thin
12318,198,39,thin
12319,158,51,normal
12320,137,78,fat
12321,148,63,fat
12322,163,41,thin
12323,140,54,fat
12324,138,54,fat
12325,144,78,fat
12326,162,46,thin
12327,163,59,normal
12328,146,48,normal
12329,186,63,thin
12330,138,36,normal
12331,161,62,normal
12332,132,64,fat
12333,146,72,fat
12334,177,56,thin
12335,194,39,thin
12336,190,57,thin
12337,168,58,normal
12338,134,68,fat
12339,164,44,thin
12340,193,70,normal
12341,155,53,normal
12342,138,68,fat
12343,172,58,normal
12344,120,43,fat
12345,190,51,thin
12346,177,42,thin
12347,123,69,fat
12348,195,37,thin
12349,133,46,fat
12350,167,69,normal
12351,122,62,fat
12352,189,38,thin
12353,147,62,fat
12354,126,40,fat
12355,177,44,thin
12356,124,61,fat
12357,131,80,fat
12358,144,36,thin
12359,181,73,normal
12360,186,70,normal
12361,178,49,thin
12362,139,54,fat
12363,198,80,normal
12364,139,37,normal
12365,139,56,fat
12366,145,37,thin
12367,150,69,fat
12368,153,36,thin
12369,121,41,fat
12370,179,42,thin
12371,155,56,normal
12372,197,50,thin
12373,125,79,fat
12374,135,45,normal
12375,199,63,thin
12376,136,47,fat
12377,141,41,normal
12378,139,68,fat
12379,178,56,thin
12380,198,70,thin
12381,141,77,fat
12382,157,61,normal
12383,190,77,normal
12384,138,63,fat
12385,159,40,thin
12386,133,75,fat
12387,197,55,thin
12388,143,73,fat
12389,182,63,normal
12390,153,79,fat
12391,131,47,fat
12392,182,41,thin
12393,167,72,fat
12394,133,46,fat
12395,175,43,thin
12396,122,36,normal
12397,154,47,normal
12398,189,64,thin
12399,190,80,normal
12400,151,60,fat
12401,195,47,thin
12402,149,62,fat
12403,160,65,fat
12404,183,38,thin
12405,159,54,normal
12406,193,45,thin
12407,146,64,fat
12408,153,42,thin
12409,152,49,normal
12410,170,76,fat
12411,194,49,thin
12412,165,58,normal
12413,178,37,thin
12414,174,75,normal
12415,187,50,thin
12416,144,79,fat
12417,181,62,normal
12418,126,42,fat
12419,155,60,normal
12420,174,45,thin
12421,196,52,thin
12422,191,44,thin
12423,178,79,normal
12424,146,55,fat
12425,163,35,thin
12426,128,44,fat
12427,132,52,fat
12428,195,39,thin
12429,188,65,thin
12430,127,58,fat
12431,180,74,normal
12432,126,54,fat
12433,162,59,normal
12434,184,75,normal
12435,138,72,fat
12436,126,78,fat
12437,123,44,fat
12438,173,45,thin
12439,151,76,fat
12440,134,41,normal
12441,192,69,normal
12442,151,53,normal
12443,187,50,thin
12444,171,38,thin
12445,139,68,fat
12446,192,53,thin
12447,182,51,thin
12448,131,65,fat
12449,190,68,normal
12450,121,57,fat
12451,147,44,normal
12452,145,66,fat
12453,144,65,fat
12454,179,37,thin
12455,178,46,thin
12456,179,53,thin
12457,168,77,fat
12458,159,64,fat
12459,131,45,fat
12460,142,36,thin
12461,161,53,normal
12462,189,59,thin
12463,197,65,thin
12464,124,56,fat
12465,120,78,fat
12466,165,48,thin
12467,121,64,fat
12468,179,74,normal
12469,132,54,fat
12470,168,68,normal
12471,146,44,normal
12472,179,66,normal
12473,160,65,fat
12474,167,76,fat
12475,131,66,fat
12476,161,80,fat
12477,175,71,normal
12478,137,68,fat
12479,158,57,normal
12480,168,76,fat
12481,124,51,fat
12482,175,72,normal
12483,187,53,thin
12484,136,36,normal
12485,188,58,thin
12486,143,44,normal
12487,143,64,fat
12488,182,41,thin
12489,192,47,thin
12490,177,45,thin
12491,128,36,normal
12492,153,45,normal
12493,180,48,thin
12494,182,46,thin
12495,153,66,fat
12496,188,66,normal
12497,167,42,thin
12498,158,36,thin
12499,200,72,thin
12500,138,37,normal
12501,172,40,thin
12502,158,37,thin
12503,173,55,thin
12504,198,56,thin
12505,161,48,normal
12506,191,79,normal
12507,133,48,fat
12508,168,61,normal
12509,183,47,thin
12510,169,52,thin
12511,166,55,normal
12512,187,67,normal
12513,192,60,thin
12514,189,38,thin
12515,164,60,normal
12516,179,46,thin
12517,197,68,thin
12518,196,37,thin
12519,171,75,fat
12520,181,68,normal
12521,167,72,fat
12522,158,45,thin
12523,137,69,fat
12524,125,53,fat
12525,180,46,thin
12526,153,59,fat
12527,165,60,normal
12528,188,52,thin
12529,145,72,fat
12530,158,61,normal
12531,192,52,thin
12532,192,66,thin
12533,139,48,normal
12534,146,69,fat
12535,121,72,fat
12536,173,72,normal
12537,146,78,fat
12538,171,39,thin
12539,173,45,thin
12540,131,37,normal
12541,181,35,thin
12542,172,61,normal
12543,168,57,normal
12544,157,60,normal
12545,159,39,thin
12546,200,50,thin
12547,177,54,thin
12548,176,52,thin
12549,177,43,thin
12550,152,60,fat
12551,179,37,thin
12552,165,79,fat
12553,179,80,normal
12554,146,78,fat
12555,144,72,fat
12556,124,58,fat
12557,154,72,fat
12558,160,68,fat
12559,155,50,normal
12560,135,48,fat
12561,173,36,thin
12562,153,68,fat
12563,146,51,normal
12564,172,64,normal
12565,120,67,fat
12566,195,61,thin
12567,149,66,fat
12568,178,79,normal
12569,130,57,fat
12570,122,49,fat
12571,169,77,fat
12572,188,50,thin
12573,197,57,thin
12574,189,47,thin
12575,124,70,fat
12576,200,75,normal
12577,171,74,fat
12578,173,74,normal
12579,199,57,thin
12580,155,60,normal
12581,194,67,thin
12582,155,59,normal
12583,170,51,thin
12584,185,44,thin
12585,189,77,normal
12586,125,64,fat
12587,143,78,fat
12588,176,61,normal
12589,158,44,thin
12590,188,62,thin
12591,173,73,normal
12592,123,47,fat
12593,181,66,normal
12594,177,39,thin
12595,169,63,normal
12596,167,43,thin
12597,145,36,thin
12598,146,67,fat
12599,154,35,thin
12600,143,54,fat
12601,134,52,fat
12602,194,45,thin
12603,193,37,thin
12604,151,36,thin
12605,172,75,fat
12606,171,62,normal
12607,128,42,fat
12608,179,35,thin
12609,187,66,normal
12610,195,66,thin
12611,133,47,fat
12612,148,70,fat
12613,130,59,fat
12614,158,64,fat
12615,180,53,thin
12616,163,44,thin
12617,184,43,thin
12618,136,42,normal
12619,179,69,normal
12620,138,52,fat
12621,190,58,thin
12622,178,55,thin
12623,193,65,thin
12624,193,57,thin
12625,151,64,fat
12626,167,78,fat
12627,198,43,thin
12628,124,41,fat
12629,180,43,thin
12630,153,77,fat
12631,132,38,normal
12632,159,51,normal
12633,147,37,thin
12634,182,73,normal
12635,120,74,fat
12636,151,47,normal
12637,130,76,fat
12638,188,70,normal
12639,181,48,thin
12640,163,69,fat
12641,196,80,normal
12642,181,69,normal
12643,125,42,fat
12644,200,37,thin
12645,183,36,thin
12646,199,61,thin
12647,175,62,normal
12648,134,58,fat
12649,175,66,normal
12650,166,35,thin
12651,200,49,thin
12652,145,42,normal
12653,153,66,fat
12654,126,61,fat
12655,196,38,thin
12656,166,39,thin
12657,193,50,thin
12658,176,53,thin
12659,153,63,fat
12660,121,71,fat
12661,176,63,normal
12662,155,41,thin
12663,164,61,normal
12664,185,47,thin
12665,184,50,thin
12666,121,67,fat
12667,157,72,fat
12668,147,57,fat
12669,137,70,fat
12670,122,43,fat
12671,154,53,normal
12672,196,38,thin
12673,141,65,fat
12674,186,62,thin
12675,156,38,thin
12676,190,54,thin
12677,145,41,normal
12678,161,69,fat
12679,143,41,normal
12680,197,54,thin
12681,153,63,fat
12682,155,49,normal
12683,141,64,fat
12684,147,38,thin
12685,178,78,normal
12686,159,68,fat
12687,193,53,thin
12688,197,52,thin
12689,126,49,fat
12690,143,36,thin
12691,163,73,fat
12692,196,47,thin
12693,131,54,fat
12694,152,42,thin
12695,170,48,thin
12696,172,75,fat
12697,174,71,normal
12698,133,42,normal
12699,162,63,normal
12700,200,47,thin
12701,134,57,fat
12702,185,36,thin
12703,183,53,thin
12704,121,42,fat
12705,139,45,normal
12706,163,36,thin
12707,123,54,fat
12708,146,69,fat
12709,154,62,fat
12710,187,38,thin
12711,182,40,thin
12712,198,45,thin
12713,167,79,fat
12714,130,37,normal
12715,156,63,fat
12716,143,50,normal
12717,138,76,fat
12718,131,51,fat
12719,134,79,fat
12720,132,59,fat
12721,154,73,fat
12722,181,75,normal
12723,190,53,thin
12724,121,78,fat
12725,157,35,thin
12726,130,35,normal
12727,143,35,thin
12728,124,37,normal
12729,123,52,fat
12730,190,72,normal
12731,164,70,fat
12732,155,63,fat
12733,165,48,thin
12734,176,41,thin
12735,175,57,normal
12736,155,39,thin
12737,200,73,thin
12738,163,42,thin
12739,134,74,fat
12740,137,80,fat
12741,191,76,normal
12742,190,41,thin
12743,146,37,thin
12744,145,71,fat
12745,160,41,thin
12746,199,67,thin
12747,184,51,thin
12748,165,75,fat
12749,152,41,thin
12750,196,48,thin
12751,123,79,fat
12752,147,37,thin
12753,164,48,thin
12754,136,57,fat
12755,157,78,fat
12756,165,52,normal
12757,122,75,fat
12758,157,72,fat
12759,185,39,thin
12760,158,50,normal
12761,175,79,fat
12762,136,65,fat
12763,196,71,thin
12764,122,79,fat
12765,174,46,thin
12766,178,52,thin
12767,193,52,thin
12768,193,51,thin
12769,190,49,thin
12770,157,67,fat
12771,138,42,normal
12772,194,35,thin
12773,185,67,normal
12774,191,47,thin
12775,196,64,thin
12776,133,61,fat
12777,184,54,thin
12778,162,63,normal
12779,138,50,fat
12780,183,59,thin
12781,139,64,fat
12782,144,48,normal
12783,174,65,normal
12784,182,60,thin
12785,156,68,fat
12786,167,71,fat
12787,198,63,thin
12788,188,47,thin
12789,132,55,fat
12790,193,78,normal
12791,144,38,thin
12792,186,61,thin
12793,129,65,fat
12794,142,59,fat
12795,152,40,thin
12796,183,80,normal
12797,126,46,fat
12798,186,74,normal
12799,133,58,fat
12800,132,45,fat
12801,178,71,normal
12802,191,77,normal
12803,195,77,normal
12804,124,59,fat
12805,188,79,normal
12806,167,72,fat
12807,140,67,fat
12808,177,77,normal
12809,171,54,thin
12810,183,55,thin
12811,159,66,fat
12812,135,38,normal
12813,140,66,fat
12814,120,48,fat
12815,186,60,thin
12816,187,52,thin
12817,181,61,normal
12818,156,77,fat
12819,145,53,fat
12820,180,35,thin
12821,146,44,normal
12822,185,36,thin
12823,130,39,normal
12824,185,47,thin
12825,161,64,normal
12826,177,53,thin
12827,158,36,thin
12828,177,58,normal
12829,149,39,thin
12830,124,78,fat
12831,191,38,thin
12832,174,64,normal
12833,163,49,thin
12834,166,80,fat
12835,185,47,thin
12836,184,54,thin
12837,132,59,fat
12838,179,42,thin
12839,139,56,fat
12840,136,40,normal
12841,138,39,normal
12842,166,65,normal
12843,188,50,thin
12844,136,51,fat
12845,130,49,fat
12846,158,61,normal
12847,170,49,thin
12848,194,77,normal
12849,159,52,normal
12850,180,49,thin
12851,176,77,normal
12852,128,47,fat
12853,149,71,fat
12854,174,45,thin
12855,179,77,normal
12856,161,65,fat
12857,186,56,thin
12858,159,35,thin
12859,145,76,fat
12860,177,57,thin
12861,172,38,thin
12862,126,57,fat
12863,161,66,fat
12864,132,43,normal
12865,136,68,fat
12866,187,77,normal
12867,174,68,normal
12868,186,62,thin
12869,130,54,fat
12870,194,40,thin
12871,199,52,thin
12872,122,62,fat
12873,163,50,normal
12874,160,39,thin
12875,141,63,fat
12876,172,66,normal
12877,122,51,fat
12878,144,35,thin
12879,142,52,fat
12880,179,79,normal
12881,198,57,thin
12882,195,38,thin
12883,129,62,fat
12884,151,77,fat
12885,176,44,thin
12886,151,68,fat
12887,122,73,fat
12888,184,51,thin
12889,192,55,thin
12890,159,39,thin
12891,128,63,fat
12892,170,62,normal
12893,154,53,normal
12894,166,37,thin
12895,177,46,thin
12896,188,66,normal
12897,166,57,normal
12898,141,51,fat
12899,120,35,normal
12900,121,80,fat
12901,162,66,fat
12902,169,58,normal
12903,165,66,normal
12904,186,48,thin
12905,162,35,thin
12906,146,76,fat
12907,173,41,thin
12908,189,45,thin
12909,137,52,fat
12910,158,45,thin
12911,180,36,thin
12912,195,67,thin
12913,199,64,thin
12914,190,79,normal
12915,148,50,normal
12916,179,70,normal
12917,131,69,fat
12918,128,71,fat
12919,139,52,fat
12920,132,36,normal
12921,183,63,normal
12922,193,67,thin
12923,158,73,fat
12924,160,37,thin
12925,154,49,normal
12926,131,41,normal
12927,182,58,thin
12928,177,56,thin
12929,176,66,normal
12930,141,41,normal
12931,163,47,thin
12932,153,58,normal
12933,135,71,fat
12934,193,35,thin
12935,128,78,fat
12936,159,43,thin
12937,125,79,fat
12938,134,40,normal
12939,166,71,fat
12940,152,35,thin
12941,164,64,normal
12942,134,79,fat
12943,124,60,fat
12944,166,60,normal
12945,161,50,normal
12946,152,48,normal
12947,159,47,normal
12948,163,36,thin
12949,129,60,fat
12950,145,42,normal
12951,145,80,fat
12952,199,43,thin
12953,121,65,fat
12954,134,48,fat
12955,197,53,thin
12956,151,76,fat
12957,167,54,normal
12958,152,67,fat
12959,173,51,thin
12960,153,62,fat
12961,144,80,fat
12962,164,52,normal
12963,122,53,fat
12964,196,61,thin
12965,197,45,thin
12966,142,40,normal
12967,164,38,thin
12968,127,76,fat
12969,150,62,fat
12970,174,66,normal
12971,124,37,normal
12972,183,68,normal
12973,155,42,thin
12974,164,48,thin
12975,166,78,fat
12976,125,61,fat
12977,157,70,fat
12978,180,60,normal
12979,149,60,fat
12980,189,74,normal
12981,191,63,thin
12982,142,57,fat
12983,161,55,normal
12984,167,45,thin
12985,160,69,fat
12986,168,42,thin
12987,187,42,thin
12988,152,50,normal
12989,168,42,thin
12990,161,70,fat
12991,153,54,normal
12992,189,45,thin
